D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_143.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_143.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_143.jpg,0,1,0,2.740255
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_227.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_227.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_227.jpg,-0.2,1,0,3.672676
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_313.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_313.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_313.jpg,-0.45,1,0,4.820484
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_399.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_399.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_399.jpg,-0.6500001,1,0,5.709101
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_484.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_484.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_484.jpg,-0.8500001,1,0,6.564811
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_571.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_571.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_571.jpg,0,1,0,7.358472
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_664.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_664.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_664.jpg,-0.1,1,0,8.39821
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_746.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_746.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_746.jpg,-0.3,1,0,9.287897
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_831.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_831.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_831.jpg,0,1,0,10.14813
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_39_919.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_39_919.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_39_919.jpg,0,1,0,11.24808
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_004.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_004.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_004.jpg,0,1,0,11.87661
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_094.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_094.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_094.jpg,-0.15,1,0,13.09814
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_181.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_181.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_181.jpg,-0.35,1,0,14.07603
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_270.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_270.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_270.jpg,0,1,0,14.8754
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_360.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_360.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_360.jpg,0,1,0,15.91904
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_447.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_447.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_447.jpg,0,1,0,16.78667
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_533.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_533.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_533.jpg,-0.1,1,0,17.70503
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_622.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_622.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_622.jpg,-0.3,1,0,18.49346
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_710.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_710.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_710.jpg,-0.5000001,1,0,19.22719
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_806.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_806.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_806.jpg,-0.7500002,1,0,20.15277
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_906.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_906.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_906.jpg,0,1,0,20.90981
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_40_975.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_40_975.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_40_975.jpg,0,1,0,21.65827
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_042.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_042.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_042.jpg,0,1,0,22.26886
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_141.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_141.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_141.jpg,0,1,0,23.23403
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_207.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_207.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_207.jpg,0,1,0,23.82862
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_301.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_301.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_301.jpg,0,1,0,24.79379
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_394.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_394.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_394.jpg,0,1,0,25.75341
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_486.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_486.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_486.jpg,-0.15,1,0,26.50495
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_582.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_582.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_582.jpg,0,1,0,27.40029
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_675.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_675.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_675.jpg,0,1,0,28.32976
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_763.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_763.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_763.jpg,-0.2,1,0,29.05572
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_856.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_856.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_856.jpg,-0.45,1,0,29.8531
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_41_952.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_41_952.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_41_952.jpg,-0.7,1,0,30.12226
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_051.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_051.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_051.jpg,0,1,0,30.18226
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_149.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_149.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_149.jpg,0,1,0,30.18939
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_248.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_248.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_248.jpg,0,1,0,30.19024
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_345.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_345.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_345.jpg,-0.15,1,0,30.18555
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_439.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_439.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_439.jpg,0,1,0,30.19049
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_536.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_536.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_536.jpg,0,1,0,30.19061
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_628.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_628.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_628.jpg,0,1,0,30.1903
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_731.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_731.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_731.jpg,0,1,0,30.19029
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_824.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_824.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_824.jpg,0,1,0,30.19037
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_893.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_893.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_893.jpg,0,1,0,30.1903
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_42_975.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_42_975.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_42_975.jpg,0,1,0,30.19029
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_055.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_055.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_055.jpg,0,1,0,30.19029
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_135.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_135.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_135.jpg,-0.1,1,0,30.18764
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_210.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_210.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_210.jpg,-0.25,1,0,30.17474
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_285.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_285.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_285.jpg,0,1,0,30.19015
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_359.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_359.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_359.jpg,0,1,0,30.18986
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_434.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_434.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_434.jpg,0,1,0,30.1902
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_511.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_511.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_511.jpg,0,1,0,30.1903
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_582.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_582.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_582.jpg,-0.2,1,0,30.18089
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_658.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_658.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_658.jpg,-0.4,1,0,30.15835
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_728.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_728.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_728.jpg,-0.5500001,1,0,30.13982
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_800.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_800.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_800.jpg,0,1,0,30.17749
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_875.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_875.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_875.jpg,0,1,0,30.18747
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_43_952.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_43_952.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_43_952.jpg,0,1,0,30.1898
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_025.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_025.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_025.jpg,0,1,0,30.19019
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_098.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_098.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_098.jpg,0,1,0,30.19029
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_169.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_169.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_169.jpg,0,1,0,30.19056
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_241.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_241.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_241.jpg,0,1,0,30.19029
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_314.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_314.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_314.jpg,-0.2,1,0,30.18016
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_386.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_386.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_386.jpg,-0.35,1,0,30.16372
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_463.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_463.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_463.jpg,0,1,0,30.18959
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_538.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_538.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_538.jpg,0,1,0,30.19011
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_618.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_618.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_618.jpg,0,1,0,30.19028
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_692.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_692.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_692.jpg,0,1,0,30.19029
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_771.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_771.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_771.jpg,0,1,0,30.19031
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_848.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_848.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_848.jpg,0,1,0,30.19029
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_44_930.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_44_930.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_44_930.jpg,-0.2,1,0,30.17997
D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\center_2021_06_13_22_09_45_008.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\left_2021_06_13_22_09_45_008.jpg,D:\Documents\Work\ML\Self_Driving_Car\Dataset\IMG\right_2021_06_13_22_09_45_008.jpg,-0.4,1,0,30.15773
